date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_elo,away_elo,home_scored_last10,home_conceded_last10,away_scored_last10,away_conceded_last10
2014-10-10,Belgium,Andorra,6.0,0.0,UEFA Euro qualification,Brussels,Belgium,False,1558.8331524236557,1059.2766814102497,18.0,6.0,2.0,24.0
2014-10-10,Lesotho,Angola,0.0,0.0,African Cup of Nations qualification,Maseru,Lesotho,False,1250.4506565645231,1284.8461076909284,7.0,8.0,12.0,11.0
2014-10-10,Bulgaria,Croatia,0.0,1.0,UEFA Euro qualification,Sofia,Bulgaria,False,1373.2704419369436,1463.8688001444837,12.0,11.0,17.0,9.0
2014-10-10,China,Thailand,3.0,0.0,Friendly,Wuhan,China,False,1359.6575336282665,1297.6640048490694,12.0,9.0,14.0,24.0
2014-10-10,Cyprus,Israel,1.0,2.0,UEFA Euro qualification,Nicosia,Cyprus,False,1284.4325971347098,1389.489598336926,2.0,11.0,16.0,16.0
2014-10-10,Italy,Azerbaijan,2.0,1.0,UEFA Euro qualification,Palermo,Italy,False,1487.1455176245329,1304.22058253952,10.0,8.0,10.0,10.0
2014-10-10,Hong Kong,Singapore,2.0,1.0,Friendly,Kowloon,Hong Kong,False,1226.8712569829393,1267.6818385012502,4.0,17.0,9.0,19.0
2014-10-10,Jordan,Kuwait,0.0,1.0,Friendly,Amman,Jordan,False,1351.48378311267,1301.7349835724626,11.0,10.0,12.0,17.0
2014-10-10,South Korea,Paraguay,2.0,0.0,Friendly,Cheonan,South Korea,False,1402.3915880597162,1468.0463891789288,8.0,19.0,16.0,19.0
2014-10-10,French Guiana,Saint Kitts and Nevis,1.0,2.0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,True,1249.2864788236427,1245.2243866059953,19.0,6.0,14.0,14.0
2014-10-10,Latvia,Iceland,0.0,3.0,UEFA Euro qualification,Riga,Latvia,False,1325.7217729795514,1405.8269990230308,8.0,11.0,11.0,10.0
2014-10-10,Botswana,Egypt,0.0,2.0,African Cup of Nations qualification,Gaborone,Botswana,False,1342.4502234363351,1402.7711433230052,11.0,5.0,16.0,14.0
2014-10-10,Japan,Jamaica,1.0,0.0,Friendly,Niigata,Japan,False,1433.0850102037534,1323.448759267051,19.0,18.0,11.0,21.0
2014-10-10,Yemen,Iraq,1.0,1.0,Friendly,Manama,Bahrain,True,1169.2583551114342,1365.6621127291253,7.0,21.0,12.0,10.0
2014-10-10,Turkey,Czech Republic,1.0,2.0,UEFA Euro qualification,Istanbul,Turkey,False,1441.1841806973837,1428.5752566676551,18.0,12.0,16.0,13.0
2014-10-10,Oman,Costa Rica,3.0,4.0,Friendly,Muscat,Oman,False,1386.867918320749,1474.024468401247,6.0,4.0,12.0,9.0
2014-10-10,Malta,Norway,0.0,3.0,UEFA Euro qualification,Attard,Malta,False,1204.0078949404412,1345.488805234749,6.0,25.0,6.0,17.0
2014-10-10,Senegal,Tunisia,0.0,0.0,African Cup of Nations qualification,Dakar,Senegal,False,1436.7695475774647,1461.2508907993936,15.0,10.0,13.0,8.0
2014-10-10,Saint Vincent and the Grenadines,Curaçao,1.0,0.0,CFU Caribbean Cup qualification,Les Abymes,Guadeloupe,True,1188.5471526467002,1203.7093404320576,13.0,14.0,19.0,20.0
2014-10-10,Trinidad and Tobago,Saint Lucia,2.0,0.0,CFU Caribbean Cup qualification,Couva,Trinidad and Tobago,False,1384.0789022026497,1214.9659718053465,17.0,11.0,7.0,12.0
2014-10-10,Saudi Arabia,Uruguay,1.0,1.0,Friendly,Jeddah,Saudi Arabia,False,1268.2910952496482,1550.7415826749832,9.0,17.0,11.0,7.0
2014-10-10,United Arab Emirates,Australia,0.0,0.0,Friendly,Abu Dhabi,United Arab Emirates,False,1444.0114558843031,1375.3837643293214,23.0,6.0,14.0,19.0
2014-10-10,Wales,Bosnia and Herzegovina,0.0,0.0,UEFA Euro qualification,Cardiff,Wales,False,1404.7966932596403,1425.8492280577254,10.0,13.0,12.0,11.0
2014-10-10,Chile,Peru,3.0,0.0,Friendly,Valparaiso,Chile,False,1558.8627218819993,1448.4535732945453,14.0,7.0,12.0,20.0
2014-10-10,Netherlands,Kazakhstan,3.0,1.0,UEFA Euro qualification,Amsterdam,Netherlands,False,1534.4883676740485,1312.2837514581204,18.0,8.0,15.0,12.0
2014-10-10,Uzbekistan,Bahrain,0.0,0.0,Friendly,Dubai,United Arab Emirates,True,1398.0318078521718,1379.989715890428,14.0,8.0,6.0,2.0
2014-10-11,Albania,Denmark,1.0,1.0,UEFA Euro qualification,Elbasan,Albania,False,1360.8554704326157,1432.4775385395988,8.0,7.0,19.0,10.0
2014-10-11,France,Portugal,2.0,1.0,Friendly,Saint-Denis,France,False,1560.6504804688248,1504.1376370343473,25.0,5.0,19.0,12.0
2014-10-11,Finland,Greece,1.0,1.0,UEFA Euro qualification,Helsinki,Finland,False,1411.8479444676914,1459.577885725414,11.0,11.0,6.0,10.0
2014-10-11,Ethiopia,Mali,0.0,2.0,African Cup of Nations qualification,Addis Ababa,Ethiopia,False,1266.1139839803645,1314.5923247960193,12.0,15.0,9.0,13.0
2014-10-11,DR Congo,Ivory Coast,1.0,2.0,African Cup of Nations qualification,Kinshasa,DR Congo,False,1320.441371030346,1409.028935510153,6.0,8.0,16.0,17.0
2014-10-11,Guinea,Ghana,1.0,1.0,African Cup of Nations qualification,Casablanca,Morocco,True,1364.6366340858021,1404.9997726727051,17.0,15.0,14.0,13.0
2014-10-11,Cameroon,Sierra Leone,0.0,0.0,African Cup of Nations qualification,Yaoundé,Cameroon,False,1437.6061109597176,1295.3632858678322,14.0,19.0,11.0,12.0
2014-10-11,Armenia,Serbia,1.0,1.0,UEFA Euro qualification,Yerevan,Armenia,False,1325.6188522635932,1488.9726982813183,13.0,23.0,17.0,8.0
2014-10-11,Argentina,Brazil,0.0,2.0,Superclásico de las Américas,Beijing,China,True,1641.8978029514603,1617.4068655754315,17.0,6.0,17.0,14.0
2014-10-11,Gabon,Burkina Faso,2.0,0.0,African Cup of Nations qualification,Libreville,Gabon,False,1272.2891217985805,1362.3415533375235,8.0,9.0,12.0,12.0
2014-10-11,Romania,Hungary,1.0,1.0,UEFA Euro qualification,Bucharest,Romania,False,1472.0751146485577,1375.5455528798645,14.0,8.0,17.0,19.0
2014-10-11,Republic of Ireland,Gibraltar,7.0,0.0,UEFA Euro qualification,Dublin,Republic of Ireland,False,1430.3869816138497,1305.0259541361406,14.0,12.0,21.0,21.0
2014-10-11,Malawi,Algeria,0.0,2.0,African Cup of Nations qualification,Blantyre,Malawi,False,1264.3457995289475,1478.3210396142306,9.0,14.0,18.0,10.0
2014-10-11,Uganda,Togo,0.0,1.0,African Cup of Nations qualification,Kampala,Uganda,False,1345.6624509544388,1284.9437722168086,10.0,7.0,10.0,17.0
2014-10-11,Sudan,Nigeria,1.0,0.0,African Cup of Nations qualification,Khartoum,Sudan,False,1252.8677962555055,1411.9160723666048,10.0,15.0,10.0,13.0
2014-10-11,Scotland,Georgia,1.0,0.0,UEFA Euro qualification,Glasgow,Scotland,False,1466.958780325949,1314.6986557575415,12.0,10.0,6.0,13.0
2014-10-11,Congo,South Africa,0.0,2.0,African Cup of Nations qualification,Pointe-Noire,Congo,False,1338.3977215957216,1409.9283312110065,12.0,11.0,14.0,10.0
2014-10-11,Poland,Germany,2.0,0.0,UEFA Euro qualification,Warsaw,Poland,False,1425.8887987141056,1647.5563820842478,13.0,7.0,28.0,10.0
2014-10-11,Northern Ireland,Faroe Islands,2.0,0.0,UEFA Euro qualification,Belfast,Northern Ireland,False,1297.815472351568,1190.1394060585812,8.0,15.0,9.0,22.0
2014-10-11,Niger,Zambia,0.0,0.0,African Cup of Nations qualification,Niamey,Niger,False,1276.991572661234,1323.3245507272827,10.0,19.0,20.0,14.0
2014-10-11,Mozambique,Cape Verde,2.0,0.0,African Cup of Nations qualification,Maputo,Mozambique,False,1300.898120449622,1380.2739287176803,13.0,7.0,14.0,12.0
2014-10-12,Austria,Montenegro,1.0,0.0,UEFA Euro qualification,Vienna,Austria,False,1469.6909001856675,1376.7932466284738,13.0,10.0,12.0,14.0
2014-10-12,Barbados,French Guiana,0.0,2.0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,True,1261.6754002356336,1223.7020032841922,12.0,17.0,20.0,8.0
2014-10-12,Belarus,Slovakia,1.0,3.0,UEFA Euro qualification,Barysaw,Belarus,False,1352.1672666334546,1490.964085955127,16.0,11.0,13.0,6.0
2014-10-12,Timor-Leste,Brunei,4.0,2.0,AFF Championship qualification,Vientiane,Laos,True,1028.1165174949426,1067.2443904667189,14.0,30.0,15.0,25.0
2014-10-12,Estonia,England,0.0,1.0,UEFA Euro qualification,Tallinn,Estonia,False,1308.611070755685,1499.8778386470165,9.0,8.0,16.0,6.0
2014-10-12,Guadeloupe,Curaçao,0.0,1.0,CFU Caribbean Cup qualification,Les Abymes,Guadeloupe,False,1342.0510362626517,1176.532850164117,38.0,15.0,10.0,19.0
2014-10-12,Haiti,Saint Kitts and Nevis,0.0,0.0,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,False,1283.2941236221955,1270.8088621454458,9.0,17.0,16.0,15.0
2014-10-12,Laos,Cambodia,3.0,2.0,AFF Championship qualification,Vientiane,Laos,False,1133.0380574504381,985.646142958402,12.0,22.0,4.0,35.0
2014-10-12,Ukraine,North Macedonia,1.0,0.0,UEFA Euro qualification,Lviv,Ukraine,False,1507.6217665188656,1345.9105874046422,18.0,5.0,8.0,20.0
2014-10-12,Lithuania,Slovenia,0.0,2.0,UEFA Euro qualification,Vilnius,Lithuania,False,1322.19728463685,1374.8424036070633,10.0,7.0,8.0,8.0
2014-10-12,Mexico,Panama,1.0,0.0,Friendly,Querétaro,Mexico,False,1528.3045379944776,1414.7407302277252,13.0,6.0,13.0,18.0
2014-10-12,Pakistan,Palestine,0.0,2.0,Friendly,Lahore,Pakistan,False,1137.8473497407706,1352.106198324983,9.0,17.0,21.0,9.0
2014-10-12,Philippines,Papua New Guinea,5.0,0.0,Friendly,Manila,Philippines,False,1245.4063865780136,1236.8409295551662,14.0,8.0,30.0,13.0
2014-10-12,Russia,Moldova,1.0,1.0,UEFA Euro qualification,Moscow,Russia,False,1466.840238489835,1264.4942122168159,17.0,5.0,11.0,12.0
2014-10-12,Saint Lucia,Dominican Republic,2.0,3.0,CFU Caribbean Cup qualification,Couva,Trinidad and Tobago,True,1208.7218451386982,1275.4740220600097,6.0,14.0,14.0,20.0
2014-10-12,Sweden,Liechtenstein,2.0,0.0,UEFA Euro qualification,Solna,Sweden,False,1426.4860804864988,1156.7903839790365,11.0,12.0,2.0,26.0
2014-10-12,Tanzania,Benin,4.0,1.0,Friendly,Dar es Salaam,Tanzania,False,1246.9028117867902,1287.4459991080303,9.0,14.0,12.0,12.0
2014-10-12,Trinidad and Tobago,Antigua and Barbuda,1.0,0.0,CFU Caribbean Cup qualification,Couva,Trinidad and Tobago,False,1390.323028869298,1273.019467626986,17.0,11.0,9.0,17.0
2014-10-12,Luxembourg,Spain,0.0,4.0,UEFA Euro qualification,Luxembourg,Luxembourg,False,1280.4318928622104,1483.6088177038598,10.0,27.0,15.0,12.0
2014-10-13,Kazakhstan,Czech Republic,2.0,4.0,UEFA Euro qualification,Astana,Kazakhstan,False,1308.6899589695781,1455.3866468561564,15.0,15.0,17.0,12.0
2014-10-13,Andorra,Israel,1.0,4.0,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False,1059.118261614904,1400.9789561479238,2.0,28.0,15.0,14.0
2014-10-13,Bosnia and Herzegovina,Belgium,1.0,1.0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,1422.8342701170477,1558.9915722190015,11.0,11.0,22.0,4.0
2014-10-13,Croatia,Azerbaijan,6.0,0.0,UEFA Euro qualification,Osijek,Croatia,False,1476.8968756388476,1298.7948371056439,18.0,9.0,8.0,12.0
2014-10-13,Iceland,Netherlands,2.0,0.0,UEFA Euro qualification,Reykjavík,Iceland,False,1420.0520280164399,1538.0821601625908,12.0,9.0,19.0,9.0
2014-10-13,Jordan,Kuwait,1.0,1.0,Friendly,Amman,Jordan,False,1319.5138604079884,1333.7049062771441,11.0,11.0,11.0,17.0
2014-10-13,Malta,Italy,0.0,1.0,UEFA Euro qualification,Attard,Malta,False,1195.808559802387,1492.571263058409,6.0,25.0,11.0,8.0
2014-10-13,Morocco,Kenya,3.0,0.0,Friendly,Marrakech,Morocco,False,1342.9962905557124,1295.753398574714,13.0,9.0,8.0,3.0
2014-10-13,Norway,Bulgaria,2.0,1.0,UEFA Euro qualification,Oslo,Norway,False,1353.6881403728032,1360.2423664425796,8.0,15.0,10.0,12.0
2014-10-13,Oman,Uruguay,0.0,3.0,Friendly,Muscat,Oman,False,1373.454508692221,1527.6046393733232,8.0,8.0,12.0,8.0
2014-10-13,Wales,Cyprus,2.0,1.0,UEFA Euro qualification,Cardiff,Wales,False,1407.811651200318,1272.943239323712,9.0,11.0,3.0,13.0
2014-10-13,Latvia,Turkey,1.0,1.0,UEFA Euro qualification,Riga,Latvia,False,1311.4967439861423,1414.3727905088824,6.0,13.0,17.0,14.0
2014-10-14,Armenia,France,0.0,3.0,Friendly,Yerevan,Armenia,False,1344.0033166723013,1577.792880376849,12.0,23.0,23.0,6.0
